coreid,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,Quaternary,Binary
2016[Tb][nan]3[ASR]5,269.7876,476.252,2074.77,1724.164,9906,21584,20256,17440,30,80,212,216,348,1184,1360,1152,21.286,72.324,133.3404,133.2744,1.21,35.882,16.83,37.576,4225,4940,2340,5200,1,10,6,12,100,240,180,320,2.8224,12.3984,7.7616,15.2544,0,-21.62,-8.7,-20.96,0,574,354,700,0,0,0,0,0,76,42,88,0,9.42,5.46,11.08,227.7488,428.757,681.7808,836.094,1094,2064,3152,3408,30,62,96,124,158,390,560,636,14.571,32.571,48.5536,57.75,10.76738,11.8269,19.08548,18.8802,58.4,64.8,104,93.6,1,1.4,2,2.4,2.6,5.4,6.8,9.6,0.5449,0.7931,1.11316,1.25048,48.01,97.406,121.46,167.2721372,0,0.356,0.712,1.564,0,0.8,1.6,5.2,0,0,0,0,0,-0.8,-1.6,-2.4,0,-0.016,-0.032,0.096,0,-2.4,-4.8,-6.882844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016[Tb][nan]3[ASR]6,269.7876,476.252,2074.77,1724.164,9906,21584,20256,17440,30,80,212,216,348,1184,1360,1152,21.286,72.324,133.3404,133.2744,1.21,35.882,16.83,37.576,4225,4940,2340,5200,1,10,6,12,100,240,180,320,2.8224,12.3984,7.7616,15.2544,0,-21.62,-8.7,-20.96,0,574,354,700,0,0,0,0,0,76,42,88,0,9.42,5.46,11.08,227.7488,428.757,681.7808,836.094,1094,2064,3152,3408,30,62,96,124,158,390,560,636,14.571,32.571,48.5536,57.75,10.76738,11.8269,19.08548,18.8802,58.4,64.8,104,93.6,1,1.4,2,2.4,2.6,5.4,6.8,9.6,0.5449,0.7931,1.11316,1.25048,48.01,97.406,121.46,167.2721372,0,0.356,0.712,1.564,0,0.8,1.6,5.2,0,0,0,0,0,-0.8,-1.6,-2.4,0,-0.016,-0.032,0.096,0,-2.4,-4.8,-6.882844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016[Th][cor]3[ASR]1,313.9223,594.594,2880.006,2022.774,17892,34560,28176,19440,35,96,294,252,474,1728,1944,1224,24.6107,89.5104,180.0966,152.082,1.69,50.193,19.89,43.251,8100,8100,3240,7020,1,12,6,12,144,360,216,396,3.0625,15.54,8.085,15.96,0,-23.01,-7.5,-17.67,0,990,504,1002,0,0,0,0,0,114,54,111,0,12.12,5.88,11.88,274.8757,559.521,889.7046,1129.623,1201,2484,3696,4056,40,84,132,174,216,540,780,894,17.8536,41.9496,62.5644,74.5038,10.500825,12.590625,18.70545,19.21425,57,69,102,93,1,1.5,2,2.5,3,6,7.5,10.5,0.5479,0.85085,1.1177,1.28205,52.99,106.785,129.83,179.1451715,0,0.2225,0.6675,1.51,0,0.5,1.5,5.5,0,0,0,0,0,-0.5,-1.5,-2,0,-0.01,-0.03,0.14,0,-1.5,-4.5,-5.603555,9.2416,23.256,46.512,86.64,49,126,252,294,1,3,6,12,9,27,54,72,0.5625,1.7325,3.465,5.13,54.76,250.86,501.72,701.835684,0,1.47,2.94,7.98,0,3,6,42,0,0,0,0,0,0,0,12,0,-0.06,-0.12,2.16,0,-11.7,-23.4,-6.04266,3,1
2016[Ti][srs]3[ASR]1,112.3882,168.8352,402.132,526.32,1084,2688,3504,2880,13,24,42,60,66,168,192,120,8.6044,18.6588,28.5534,33.726,2.3716,31.7856,23.562,39.4548,484,1056,792,1320,1,6,6,9,36,72,108,126,1.8496,5.9568,6.2832,9.2616,0,-11.4,-6.06,-11.76,0,84,96,138,0,0,0,0,0,24,18,33,0,3.78,3.54,5.43,132.7016,231.744,362.6164,434.243,674,1176,1792,1952,16,32,48,58,80,192,256,250,8.2144,17.3712,25.2624,28.5386,11.8336,8.772,19.0748,25.714,64,48,104,124,1,1,2,3,1,3,5,8,0.5329,0.5621,1.1096,1.5403,28.09,59.89,103.88,161.6688415,0,0.89,1.335,2.845,0,2,3,8.5,0,0,0,0,0,-2,-3,-5,0,-0.04,-0.06,0.08,0,-6,-9,-14.603555,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,1,0
2016[Ti][srs]3[ASR]2,112.3882,168.8352,402.132,526.32,1084,2688,3504,2880,13,24,42,60,66,168,192,120,8.6044,18.6588,28.5534,33.726,2.3716,31.7856,23.562,39.4548,484,1056,792,1320,1,6,6,9,36,72,108,126,1.8496,5.9568,6.2832,9.2616,0,-11.4,-6.06,-11.76,0,84,96,138,0,0,0,0,0,24,18,33,0,3.78,3.54,5.43,132.7016,231.744,362.6164,434.243,674,1176,1792,1952,16,32,48,58,80,192,256,250,8.2144,17.3712,25.2624,28.5386,11.8336,8.772,19.0748,25.714,64,48,104,124,1,1,2,3,1,3,5,8,0.5329,0.5621,1.1096,1.5403,28.09,59.89,103.88,161.6688415,0,0.89,1.335,2.845,0,2,3,8.5,0,0,0,0,0,-2,-3,-5,0,-0.04,-0.06,0.08,0,-6,-9,-14.603555,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,1,0
2016[Tm][nan]3[ASR]1,368.2864,627.456,1857.0384,2311.68,21012,28800,29088,38016,40,96,192,288,288,768,1152,1536,30.6628,84.4464,137.352,192.3696,1.5625,25.8,19.125,44.925,4761,3312,2484,5796,1,6,6,12,36,72,108,180,2.6896,7.1832,7.5768,14.76,0,-13.14,-7.8,-20.94,0,366,378,744,0,0,0,0,0,24,18,42,0,5.46,5.22,10.68,144.0441,255.969,399.6456,462.213,711,1260,1896,1944,18,36,54,66,90,216,294,306,8.9442,19.1268,27.591,31.0002,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2016[V][bpq]3[ASR]1,149.6598,274.9248,852.8354,651.1232,1842,5184,7490,6016,16,40,84,80,128,352,528,448,10.6774,30.368,53.1786,50.224,2.6569,33.6432,19.2829,39.0548,529,1104,1081,1288,1,6,5,8,36,72,108,120,1.4884,5.3436,5.246,7.32,0,-10.86,-3.68,-10.92,0,90,68,128,0,0,0,0,0,24,12,28,0,2.94,1.8,3.76,118.7144,219.096,337.3204,385.387,548,1008,1456,1420,16,32,48,58,80,192,256,250,7.4224,16.2624,23.0448,24.6794,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016[V][bpq]3[ASR]2,149.6598,274.9248,852.8354,651.1232,1842,5184,7490,6016,16,40,84,80,128,352,528,448,10.6774,30.368,53.1786,50.224,2.6569,33.6432,19.2829,39.0548,529,1104,1081,1288,1,6,5,8,36,72,108,120,1.4884,5.3436,5.246,7.32,0,-10.86,-3.68,-10.92,0,90,68,128,0,0,0,0,0,24,12,28,0,2.94,1.8,3.76,118.7144,219.096,337.3204,385.387,548,1008,1456,1420,16,32,48,58,80,192,256,250,7.4224,16.2624,23.0448,24.6794,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016[V][bpq]3[ASR]3,149.6598,274.9248,852.8354,651.1232,1842,5184,7490,6016,16,40,84,80,128,352,528,448,10.6774,30.368,53.1786,50.224,2.6569,33.6432,19.2829,39.0548,529,1104,1081,1288,1,6,5,8,36,72,108,120,1.4884,5.3436,5.246,7.32,0,-10.86,-3.68,-10.92,0,90,68,128,0,0,0,0,0,24,12,28,0,2.94,1.8,3.76,118.7144,219.096,337.3204,385.387,548,1008,1456,1420,16,32,48,58,80,192,256,250,7.4224,16.2624,23.0448,24.6794,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016[V][bpq]3[ASR]4,149.6598,274.9248,852.8354,651.1232,1842,5184,7490,6016,16,40,84,80,128,352,528,448,10.6774,30.368,53.1786,50.224,2.6569,33.6432,19.2829,39.0548,529,1104,1081,1288,1,6,5,8,36,72,108,120,1.4884,5.3436,5.246,7.32,0,-10.86,-3.68,-10.92,0,90,68,128,0,0,0,0,0,24,12,28,0,2.94,1.8,3.76,118.7144,219.096,337.3204,385.387,548,1008,1456,1420,16,32,48,58,80,192,256,250,7.4224,16.2624,23.0448,24.6794,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016[Yb][lcy]3[ASR]1,252.5526,452.704,1559.952,1871.36,20844,28096,78240,50176,30,80,180,272,284,992,1776,1872,24.1914,75.2192,145.14,179.1712,1.21,22.704,19.305,46.255,4900,3360,16170,6860,1,6,9,13,36,108,180,186,2.89,7.446,14.484,16.337,0,-14.04,-7.65,-27.75,0,372,399,812,0,0,0,0,0,18,24,47,0,5.82,6.78,12.49,233.3635,484.704,763.8104,945.194,1000,2124,3092,3308,35,74,116,150,190,474,684,764,15.4651,36.7906,54.6468,63.7578,11.8336,5.2632,12.36336,10.5264,64,28.8,67.2,57.6,1,0.6,1.2,1.2,0.6,1.8,2.4,3.6,0.5329,0.33726,0.657,0.67452,28.09,35.934,52.788,71.868,0,0.534,0.534,1.068,0,1.2,1.2,2.4,0,0,0,0,0,-1.2,-1.2,-2.4,0,-0.024,-0.024,-0.048,0,-3.6,-3.6,-7.2,5.54496,9.3024,17.328,13.9536,29.4,50.4,58.8,75.6,0.6,1.2,2.4,1.8,2.4,7.2,9.6,10.8,0.3375,0.693,1.026,1.0395,32.856,100.344,140.3671368,150.516,0,0.588,1.596,0.882,0,1.2,8.4,1.8,0,0,0,0,0,-1.2,0,-1.8,0,-0.024,0.432,-0.036,0,-4.68,-1.208532,-7.02,2,1
2016[Zn][acs]3[ASR]2,112.7391,173.376,405.498,526.32,1500,3456,4080,2880,13,24,42,60,66,168,192,120,8.4709,18.2208,28.0914,33.726,2.7225,34.056,25.245,55.836,900,1440,1080,1620,1,6,6,12,36,72,108,108,1.7161,5.7378,6.0522,8.646,0,-10.74,-5.4,-14.04,0,132,144,306,0,0,0,0,0,24,18,54,0,3.48,3.24,9.12,35.0097,46.308,53.9392,0,165,204,160,0,4,6,6,0,12,18,6,0,1.7956,2.8182,2.1462,0,11.8336,8.772,19.4016,0,64,48,72,0,1,1,2,0,1,3,2,0,0.5329,0.5621,0.803,0,28.09,59.89,51.977683,0,0,0.89,1.24,0,0,2,7,0,0,0,0,0,0,-2,0,0,0,-0.04,0.36,0,0,-6,0.79289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016[Zn][apo]3[ASR]1,176.0952,319.2064,681.2188,943.5776,2724,5812,7552,8480,20,44,76,112,120,308,428,512,13.5028,32.7844,52.2268,69.2752,2.7225,27.72,26.0535,52.965,900,1170,1110,2250,1,5,6,11,25,55,85,150,1.7161,4.8077,6.026,10.8599,0,-8.55,-5.89,-13.95,0,111,143,255,0,0,0,0,0,14,13,25,0,2.88,3.26,6.12,196.6492,397.2092,640.2938,727.915,844,1730,2600,2668,28,58,94,106,152,368,510,566,12.166,28.383,42.0142,47.1786,11.3152,10.41632,21.4336,21.1488,61,56.6,116.2,97.8,1,1.2,2.2,2.6,1.6,4.4,7.2,8.8,0.53882,0.67768,1.2195,1.29686,33.424,75.588,114.784,149.2835684,0,0.81,0.908,2.124,0,1.8,2,7.2,0,0,0,0,0,-1.8,-2.4,-3.2,0,-0.036,-0.04,0.156,0,-5.58,-6.36,-9.424266,9.2416,20.1248,37.1184,52.288,49,108.5,199.5,122.5,1,2.5,4.5,7.5,6.5,18.5,37,31,0.5625,1.43625,2.57625,2.68125,54.76,194.62,333,350.679377,0,0.98,1.47,5.6,0,2,3,35,0,0,0,0,0,-0.5,-2,8,0,-0.04,-0.06,2.05,0,-7.8,-11.7,8.110895,1,0
2016[Zn][apo]3[ASR]2,176.0952,319.2064,681.2188,943.5776,2724,5812,7552,8480,20,44,76,112,120,308,428,512,13.5028,32.7844,52.2268,69.2752,2.7225,27.72,26.0535,52.965,900,1170,1110,2250,1,5,6,11,25,55,85,150,1.7161,4.8077,6.026,10.8599,0,-8.55,-5.89,-13.95,0,111,143,255,0,0,0,0,0,14,13,25,0,2.88,3.26,6.12,212.8317,432.6542,707.8588,823.911,882,1826,2722,2856,31,64,106,124,170,416,570,626,13.0327,30.7084,45.753,51.7308,11.3152,10.41632,21.4336,21.1488,61,56.6,116.2,97.8,1,1.2,2.2,2.6,1.6,4.4,7.2,8.8,0.53882,0.67768,1.2195,1.29686,33.424,75.588,114.784,149.2835684,0,0.81,0.908,2.124,0,1.8,2,7.2,0,0,0,0,0,-1.8,-2.4,-3.2,0,-0.036,-0.04,0.156,0,-5.58,-6.36,-9.424266,9.2416,20.1248,37.1184,53.352,49,108.5,199.5,157.5,1,2.5,4.5,7.5,6.5,18.5,37,38.5,0.5625,1.43625,2.57625,2.98125,54.76,194.62,333,400.946763,0,0.98,1.47,5.25,0,2,3,30,0,0,0,0,0,-0.5,-2,5,0,-0.04,-0.06,1.65,0,-7.8,-11.7,1.318005,2,1
2016[Zn][bcu]3[ASR]1,333.7595,610.944,1234.4996,1523.232,8012,14208,33584,33408,39,88,146,216,234,632,1040,1296,29.7855,69.9632,123.329,168.7176,2.7225,21.08228571,20.15357143,64.33585714,900,891.4285714,3548.571429,2725.714286,1,3.714285714,6,12,14.28571429,36.57142857,72,99.42857143,1.7161,3.551971429,8.477571429,11.61034286,0,-6.648571429,-2.314285714,-19.19142857,0,81.71428571,61.71428571,269.1428571,0,0,0,0,0,4.571428571,2.571428571,15.42857143,0,2.154285714,1.388571429,6.857142857,154.4044,306.561,486.2404,592.682,694,1392,2080,2264,22,46,72,92,118,294,424,476,10.0678,23.331,34.8104,40.55,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,1,0
2016[Zn][bnn]3[ASR]1,130.9199,226.2144,419.952,474.3072,2681,4896,5880,6048,15,32,46,60,78,184,232,264,11.1906,25.1412,33.6458,40.9968,2.7225,22.704,16.236,43.7415,900,960,990,1860,1,4,4,9,16,32,52,88,1.7161,3.8252,4.4147,8.8687,0,-7.16,-3.24,-11.66,0,88,87,208,0,0,0,0,0,8,3,14,0,2.32,1.87,5.02,256.2121,468.2244,781.285,962.766,1447,2832,4168,4680,33,68,108,140,176,436,628,716,16.7604,37.7452,57.0884,69.3884,11.8336,8.4624,22.7986,21.93,64,66,124,120,1,1,2.25,2.5,1,3.25,4.75,7.5,0.5329,0.615025,1.235525,1.40525,28.09,78.0425,102.9525,149.725,0,0.98,1.1125,2.225,0,-0.25,2.5,5,0,0,0,0,0,-2.25,-2.5,-5,0,-0.1125,-0.05,-0.1,0,-9.425,-7.5,-15,9.487766667,14.5934,21.18306667,25.566,117.6666667,172,194.6666667,204,1,2,2.666666667,4,6,12.66666667,18.66666667,25.33333333,0.7298,1.434733333,1.818266667,2.360666667,227.06,316.5933333,435.32,606.757,0,-0.48,0.113333333,0.693333333,0,12,13.33333333,33.33333333,0,0,0,0,0,1.333333333,0,2.666666667,0,0.386666667,0.36,1.253333333,0,18.26666667,14.26666667,37.59052,1,0
2016[Zn][crb]3[ASR]1,114.2902,202.272,342.9114,383.904,2392,4032,4056,4608,13,28,38,48,66,152,188,216,9.5341,21.2576,26.9114,31.7112,2.7225,19.866,14.72625,34.59225,900,840,630,1470,1,3.5,3.5,7,12.5,25,37.5,60.5,1.7161,3.34705,3.53045,6.8775,0,-6.265,-3.15,-9.415,0,77,84,161,0,0,0,0,0,5.5,2,8,0,2.03,1.89,3.92,472.7457,966.144,1600.3668,2054.112,1980,4128,6072,6768,69,144,236,312,380,952,1376,1560,29.2461,69.608,104.7596,125.9544,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,11.8336,15.7896,37.28272,50.7056,64,86.4,150.4,224,1,1.8,4.4,6,3.4,11.8,20,33.2,0.5329,1.01178,2.0002,2.9054,28.09,107.802,199.5522928,301.7362928,0,1.602,4.298,5.9,0,3.6,16.4,20,0,0,0,0,0,-2.8,-2,-5.6,0,-0.072,0.472,0.4,0,-10.8,-14.331376,-25.131376,1,0
2016[Zn][dia]3[ASR]1,89.3661,145.8304,210.5432,318.9152,1368,2356,3122,1724,11,20,28,36,48,112,126,88,7.4035,14.5636,20.8804,20.3052,2.7225,21.384,26.862,45.474,900,900,1140,1680,1,4,6,10,16,40,64,88,1.7161,3.8776,5.9998,8.8818,0,-6.36,-6.38,-11.06,0,90,142,244,0,0,0,0,0,6,8,18,0,2.28,3.28,6.32,138.9545,289.4462,444.0566,479.181,605,1286,1796,1596,20,42,64,74,106,260,364,354,8.9108,20.8678,30.0064,30.5338,10.5376,12.8828,22.1436,15.992,56.5,69.5,105,72.5,1,1.5,2.5,2,2.5,6.5,9,7,0.5477,0.85105,1.25625,0.9896,41.425,99.135,129.856307,118.376307,0,0.69,1.11,1.555,0,1.5,4.5,5.5,0,0,0,0,0,-1.5,-1.5,-2,0,-0.03,0.16,0.14,0,-4.95,-3.503555,-6.503555,10.1056,16.34053333,30.55013333,20.288,54,88.33333333,135.3333333,81,1,2,3.666666667,2.666666667,4.666666667,13.33333333,18,12.66666667,0.552633333,1.144866667,1.7825,1.229733333,45.87,149.71,201.0592807,156.8992807,0,0.95,1.626666667,1.923333333,0,2,7.666666667,8.333333333,0,0,0,0,0,-1,1,0,0,-0.04,0.346666667,0.333333333,0,-7.2,-3.00711,-5.00711,1,0
2016[Zn][dia]3[ASR]5,756.7428,1659.456,5331.7712,7380.864,14736,39168,79808,110592,84,240,568,960,840,2784,5600,8448,60.402,191.6688,409.0648,672.0672,2.7225,34.056,32.505,101.244,900,1440,3480,3540,1,6,8.666666667,20,36,96,204,252,1.7161,5.7378,10.62846667,16.2964,0,-10.74,-5.4,-28.36,0,132,144,482,0,0,0,0,0,20,18,78,0,3.48,3.24,13.76,35.0097,46.308,53.9392,0,165,204,160,0,4,6,6,0,12,18,6,0,1.7956,2.8182,2.1462,0,11.8336,8.772,19.4016,0,64,48,72,0,1,1,2,0,1,3,2,0,0.5329,0.5621,0.803,0,28.09,59.89,51.977683,0,0,0.89,1.24,0,0,2,7,0,0,0,0,0,0,-2,0,0,0,-0.04,0.36,0,0,-6,0.79289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016[Zn][dia]3[ASR]7,83.8879,139.872,202.3112,299.472,1342,2328,2978,1632,11,20,28,36,48,112,126,88,7.4643,14.6236,21.0468,20.482,2.7225,21.384,25.245,53.889,900,900,1080,2040,1,4,6,12,16,40,72,120,1.7161,3.8776,6.0522,10.8992,0,-6.36,-5.4,-12.86,0,90,144,292,0,0,0,0,0,6,6,18,0,2.28,3.24,7.4,173.4204,366.078,595.5394,690.409,669,1464,2098,2062,27,56,92,110,148,366,502,520,10.8115,26.1492,38.6764,41.7082,10.5376,12.138,26.0196,26.556,56.5,66,126,100.5,1,1.5,3,3.5,2.5,7.5,13,13,0.5477,0.85855,1.545,1.55585,41.425,113.565,171.666307,193.538921,0,0.935,1.355,2.64,0,2,5,12,0,0,0,0,0,-2,-2.5,-2,0,-0.04,0.15,0.51,0,-6.9,-5.453555,-5.560665,10.5376,16.014,33.7716,37.12,56.5,87,168,128.5,1,2,4,5,5,15,26,25.5,0.5477,1.1473,2.1225,2.1221,41.425,155.375,255.286307,268.701535,0,1.18,1.845,3.725,0,2.5,6,18.5,0,0,0,0,0,-1,0,2.5,0,-0.05,0.13,0.88,0,-8.85,-9.353555,-4.617775,1,0
2016[Zn][dia]3[ASR]9,89.3661,145.8304,210.5432,318.9152,1368,2356,3122,1724,11,20,28,36,48,112,126,88,7.4035,14.5636,20.8804,20.3052,2.7225,21.384,26.862,45.474,900,900,1140,1680,1,4,6,10,16,40,64,88,1.7161,3.8776,5.9998,8.8818,0,-6.36,-6.38,-11.06,0,90,142,244,0,0,0,0,0,6,8,18,0,2.28,3.28,6.32,138.9545,289.4462,444.0566,479.181,605,1286,1796,1596,20,42,64,74,106,260,364,354,8.9108,20.8678,30.0064,30.5338,10.5376,12.8828,22.1436,15.992,56.5,69.5,105,72.5,1,1.5,2.5,2,2.5,6.5,9,7,0.5477,0.85105,1.25625,0.9896,41.425,99.135,129.856307,118.376307,0,0.69,1.11,1.555,0,1.5,4.5,5.5,0,0,0,0,0,-1.5,-1.5,-2,0,-0.03,0.16,0.14,0,-4.95,-3.503555,-6.503555,10.1056,16.34053333,30.55013333,20.288,54,88.33333333,135.3333333,81,1,2,3.666666667,2.666666667,4.666666667,13.33333333,18,12.66666667,0.552633333,1.144866667,1.7825,1.229733333,45.87,149.71,201.0592807,156.8992807,0,0.95,1.626666667,1.923333333,0,2,7.666666667,8.333333333,0,0,0,0,0,-1,1,0,0,-0.04,0.346666667,0.333333333,0,-7.2,-3.00711,-5.00711,1,0
